X Coordinate,Y Coordinate,Z Coordinate,Combination,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
48.0,-35.368,0.0,5 (Final) STR11.3-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.886841080572606,0.427419664292668,121.564082875278,0.0,0.0,-2.59434757349125e-05
48.0,-35.368,0.0,6 (Final) STR11.4-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.885402354579869,0.46216847664693,117.970771617431,0.0,0.0,-2.72386634486076e-05
48.0,-35.368,0.0,7 (Final) STR11.5-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.775209464402093,0.35011251622775,122.446082735421,0.0,0.0,-1.9294271774997e-05
48.0,-35.368,0.0,8 (Final) STR11.6-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0533032210832585,-1.18743311664967,118.953968642803,0.0,0.0,7.47574375599756e-06
48.0,-35.368,0.0,9 (Final) STR11.7-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.079187956010454,-1.03899443104301,118.007850291906,0.0,0.0,8.60265085429372e-06
48.0,-35.368,0.0,10 (Final) STR11.8-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0785757953484626,-0.799606284744339,103.587338857417,0.0,0.0,-4.75277581155325e-06
48.0,-35.368,0.0,11 (Final) STR11.9-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.104460530275658,-0.651167599137688,102.641220506519,0.0,0.0,-3.62586871325706e-06
48.0,-35.368,0.0,12 (Final) STR11.10-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0958994792656176,-0.71624504987244,108.830719110587,0.0,0.0,1.40404516061341e-06
48.0,-35.368,0.0,13 (Final) STR11.11-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.10789279156178,0.154647980740557,122.939137839953,0.0,0.0,8.59338955821989e-05
48.0,-35.368,0.0,14 (Final) STR11.12-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.10803150152502,0.170282045497551,121.233508970601,0.0,0.0,8.57913742858032e-05
48.0,-35.368,0.0,15 (Final) STR11.13-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.08245121885155,0.542259843551609,107.572210262501,0.0,0.0,7.37095072569571e-05
48.0,-35.368,0.0,16 (Final) STR11.14-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.08258992881479,0.557893908308601,105.866581393149,0.0,0.0,7.35669859605616e-05
48.0,-35.368,0.0,17 (Final) STR11.15-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-0.948414469491845,0.401806221547248,111.998399436466,0.0,0.0,7.14159093668001e-05
48.0,-35.368,0.0,18 (Final) STR11.16-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0787229029865673,0.428031048997864,126.706336599073,0.0,0.0,1.82561910372097e-05
48.0,-35.368,0.0,19 (Final) STR11.17-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0892024740973659,0.393645417151032,125.468440810302,0.0,0.0,1.74123246771389e-05
48.0,-35.368,0.0,20 (Final) STR11.18-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0971919345562797,0.709458343984661,115.550462847984,0.0,0.0,9.40410314677951e-06
48.0,-35.368,0.0,21 (Final) STR11.19-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.107671505505478,0.675072713472054,114.312567059172,0.0,0.0,8.56023678255665e-06
48.0,-35.368,0.0,22 (Final) STR11.20-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0976872322601048,0.506742527826975,118.751527065986,0.0,0.0,1.19588930807124e-05
